carat,cut,color,clarity,depth,table,price,x,y,z,price_inr,volume,price_per_carat,dimension_ratio,carat_category,cluster
0.31,Ideal,D,VS2,62.2,56.0,734,4.32,4.36,2.7,62390.0,50.85504000000002,2367.741935483871,1.6074074074074072,Light,0
0.31,Ideal,D,VS2,62.2,55.0,734,4.31,4.34,2.69,62390.0,50.317525999999994,2367.741935483871,1.607806691449814,Light,0
0.31,Ideal,D,VS2,62.7,55.0,734,4.31,4.34,2.71,62390.0,50.69163399999999,2367.741935483871,1.595940959409594,Light,0
0.41,Very Good,G,SI1,60.4,58.0,735,4.77,4.84,2.9,62475.0,66.95172,1792.6829268292684,1.6568965517241379,Light,0
0.34,Ideal,G,VVS2,62.0,56.0,735,4.46,4.48,2.77,62475.0,55.346816000000004,2161.7647058823527,1.6137184115523469,Light,0
0.3,Ideal,G,VVS1,60.9,56.8,735,4.34,4.38,2.65,62475.0,50.374379999999995,2450.0,1.6452830188679244,Light,0
0.3,Ideal,G,VVS1,62.0,54.9,735,4.3,4.33,2.68,62475.0,49.898920000000004,2450.0,1.6100746268656714,Light,0
0.3,Ideal,E,VS1,60.6,56.0,735,4.35,4.36,2.64,62475.0,50.070240000000005,2450.0,1.6496212121212122,Light,0
0.41,Ideal,D,SI1,62.3,56.0,735,4.74,4.79,2.97,62475.0,67.43266200000001,1792.6829268292684,1.6043771043771045,Light,0
0.36,Ideal,I,IF,61.8,55.0,735,4.58,4.61,2.84,62475.0,59.963192,2041.6666666666667,1.6179577464788735,Light,0
0.36,Ideal,I,IF,62.0,55.0,735,4.59,4.61,2.85,62475.0,60.305715000000006,2041.6666666666667,1.6140350877192982,Light,0
0.36,Ideal,I,IF,61.9,54.0,735,4.57,4.6,2.84,62475.0,59.702479999999994,2041.6666666666667,1.61443661971831,Light,0
0.41,Fair,I,VS1,65.3,58.0,735,4.62,4.66,3.03,62475.0,65.233476,1792.6829268292684,1.5313531353135317,Light,0
0.42,Good,D,SI1,63.3,58.0,735,4.73,4.75,3.0,62475.0,67.4025,1750.0,1.58,Light,0
0.42,Very Good,D,SI1,63.0,59.0,735,4.77,4.79,3.01,62475.0,68.773383,1750.0,1.5880398671096345,Light,0
0.3,Ideal,F,VVS2,61.1,57.0,736,4.3,4.34,2.64,62560.0,49.26768,2453.3333333333335,1.6363636363636365,Light,0
0.3,Ideal,D,VS2,61.8,55.0,736,4.27,4.3,2.65,62560.0,48.65664999999999,2453.3333333333335,1.616981132075472,Light,0
0.4,Ideal,I,VS1,61.5,59.0,736,4.72,4.75,2.91,62560.0,65.2422,1840.0,1.6271477663230238,Light,0
0.4,Ideal,I,VS1,61.2,56.0,736,4.76,4.82,2.93,62560.0,67.22357600000001,1840.0,1.6348122866894197,Light,0
0.4,Ideal,I,VS1,61.9,57.0,736,4.73,4.74,2.93,62560.0,65.69118600000002,1840.0,1.6160409556313993,Light,0
0.3,Ideal,E,VS1,61.3,57.0,736,4.3,4.34,2.65,62560.0,49.454299999999996,2453.3333333333335,1.630188679245283,Light,0
0.32,Ideal,D,VS1,61.8,56.0,736,4.39,4.41,2.72,62560.0,52.658928,2300.0,1.6176470588235294,Light,0
0.4,Ideal,G,SI1,62.7,57.0,736,4.65,4.69,2.93,62560.0,63.89890500000001,1840.0,1.5938566552901023,Light,0
0.33,Ideal,D,SI1,61.9,55.0,736,4.45,4.47,2.76,62560.0,54.90054,2230.30303030303,1.6159420289855073,Light,0
0.33,Ideal,D,SI1,60.9,56.0,736,4.46,4.5,2.73,62560.0,54.7911,2230.30303030303,1.6410256410256412,Light,0
0.31,Very Good,D,VS1,62.3,56.0,736,4.33,4.37,2.71,62560.0,51.278891,2374.1935483870966,1.6051660516605164,Light,0
0.29,Very Good,D,SI1,59.8,55.0,737,4.3,4.35,2.58,62645.0,48.2589,2541.379310344828,1.6763565891472865,Light,0
0.38,Ideal,I,VVS2,61.7,56.0,737,4.67,4.7,2.89,62645.0,63.432610000000004,1939.4736842105262,1.6211072664359862,Light,0
0.37,Ideal,E,VS2,61.0,56.0,737,4.62,4.66,2.83,62645.0,60.927636,1991.8918918918919,1.6395759717314489,Light,0
0.42,Very Good,G,SI1,62.9,54.0,737,4.79,4.81,3.02,62645.0,69.58049799999999,1754.7619047619048,1.5894039735099337,Light,0
0.3,Premium,F,VVS2,61.6,58.0,737,4.28,4.35,2.66,62645.0,49.52388,2456.666666666667,1.6221804511278193,Light,0
0.4,Ideal,E,SI1,61.8,56.0,737,4.71,4.74,2.92,62645.0,65.190168,1842.5,1.6181506849315068,Light,0
0.4,Premium,F,SI1,62.5,59.0,737,4.67,4.71,2.93,62645.0,64.447401,1842.5,1.6006825938566551,Light,0
0.3,Premium,F,VVS2,61.1,59.0,737,4.29,4.32,2.63,62645.0,48.741264,2456.666666666667,1.6368821292775666,Light,0
0.4,Very Good,E,SI1,62.0,55.0,737,4.68,4.74,2.92,62645.0,64.77494399999999,1842.5,1.613013698630137,Light,0
0.3,Premium,F,VVS2,61.0,59.0,737,4.3,4.33,2.63,62645.0,48.967969999999994,2456.666666666667,1.6406844106463878,Light,0
0.4,Very Good,I,VS1,63.0,56.0,737,4.68,4.72,2.96,62645.0,65.38521599999999,1842.5,1.5878378378378377,Light,0
0.39,Good,I,VS1,63.1,58.0,737,4.68,4.61,2.93,62645.0,63.214164000000004,1889.7435897435896,1.585324232081911,Light,0
0.4,Very Good,F,SI1,62.8,59.0,737,4.71,4.72,2.96,62645.0,65.804352,1842.5,1.5929054054054055,Light,0
0.4,Very Good,F,SI1,62.0,56.0,737,4.72,4.77,2.94,62645.0,66.192336,1842.5,1.6139455782312924,Light,0
0.3,Very Good,G,VVS1,59.8,62.0,737,4.33,4.36,2.6,62645.0,49.084880000000005,2456.666666666667,1.6711538461538464,Light,0
0.4,Very Good,F,SI1,62.9,57.0,737,4.68,4.7,2.95,62645.0,64.8882,1842.5,1.589830508474576,Light,0
0.4,Premium,E,SI1,62.6,59.0,737,4.68,4.71,2.94,62645.0,64.805832,1842.5,1.5969387755102042,Light,0
0.4,Very Good,F,SI1,62.7,57.0,737,4.68,4.7,2.94,62645.0,64.66824,1842.5,1.5952380952380951,Light,0
0.4,Premium,E,SI1,61.3,59.0,737,4.69,4.74,2.89,62645.0,64.24643400000001,1842.5,1.6314878892733562,Light,0
0.4,Premium,F,SI1,61.2,58.0,737,4.71,4.74,2.89,62645.0,64.52040600000001,1842.5,1.634948096885813,Light,0
0.4,Very Good,E,SI1,60.9,56.0,737,4.76,4.8,2.91,62645.0,66.48768,1842.5,1.642611683848797,Light,0
0.4,Premium,E,SI1,60.1,59.0,737,4.76,4.82,2.88,62645.0,66.076416,1842.5,1.6631944444444444,Light,0
0.35,Ideal,I,IF,62.5,55.0,737,4.52,4.54,2.83,62645.0,58.07386399999999,2105.714285714286,1.6007067137809186,Light,0
0.4,Ideal,E,SI1,62.2,55.0,737,4.71,4.75,2.94,62645.0,65.77515,1842.5,1.608843537414966,Light,0
0.4,Ideal,E,SI1,61.2,57.0,737,4.7,4.74,2.89,62645.0,64.38342000000002,1842.5,1.633217993079585,Light,0
0.3,Very Good,G,VVS1,62.6,62.0,737,4.21,4.26,2.65,62645.0,47.526689999999995,2456.666666666667,1.5981132075471696,Light,0
0.4,Very Good,F,SI1,62.2,57.0,737,4.67,4.72,2.92,62645.0,64.36380799999999,1842.5,1.6078767123287672,Light,0
0.4,Premium,E,SI1,62.2,58.0,737,4.71,4.74,2.94,62645.0,65.63667600000001,1842.5,1.607142857142857,Light,0
0.4,Ideal,E,SI1,62.0,57.0,737,4.74,4.78,2.95,62645.0,66.83874000000002,1842.5,1.6135593220338982,Light,0
0.42,Good,G,SI1,63.2,57.0,737,4.77,4.79,3.02,62645.0,69.00186599999999,1754.7619047619048,1.5827814569536423,Light,0
0.4,Good,F,SI1,63.6,57.0,737,4.67,4.7,2.98,62645.0,65.40802000000001,1842.5,1.5721476510067116,Light,0
0.4,Very Good,E,SI1,62.8,59.0,737,4.64,4.69,2.93,62645.0,63.76148800000001,1842.5,1.592150170648464,Light,0
0.3,Premium,F,VVS2,61.5,58.0,737,4.29,4.31,2.64,62645.0,48.813336,2456.666666666667,1.6287878787878787,Light,0
0.4,Ideal,E,SI1,60.5,57.0,737,4.77,4.81,2.9,62645.0,66.53672999999999,1842.5,1.6517241379310343,Light,0
0.4,Premium,F,SI1,62.3,60.0,737,4.7,4.74,2.94,62645.0,65.49732,1842.5,1.6054421768707485,Light,0
0.4,Very Good,I,VS1,62.9,59.0,737,4.68,4.73,2.96,62645.0,65.52374400000001,1842.5,1.589527027027027,Light,0
0.3,Premium,F,VVS2,61.4,59.0,737,4.31,4.36,2.66,62645.0,49.985656,2456.666666666667,1.6296992481203008,Light,0
0.4,Very Good,F,SI1,62.3,57.0,737,4.67,4.74,2.93,62645.0,64.857894,1842.5,1.60580204778157,Light,0
0.4,Ideal,E,SI1,62.7,57.0,737,4.69,4.72,2.95,62645.0,65.30356,1842.5,1.594915254237288,Light,0
0.42,Premium,G,SI1,61.7,58.0,737,4.76,4.8,2.95,62645.0,67.4016,1754.7619047619048,1.6203389830508472,Light,0
0.4,Very Good,E,SI1,61.3,61.0,737,4.73,4.76,2.91,62645.0,65.518068,1842.5,1.6305841924398625,Light,0
0.42,Very Good,G,SI1,62.5,56.0,737,4.8,4.83,3.01,62645.0,69.78384,1754.7619047619048,1.5996677740863787,Light,0
0.4,Very Good,H,VS2,59.1,61.0,737,4.81,4.84,2.85,62645.0,66.34913999999999,1842.5,1.6929824561403506,Light,0
0.4,Good,E,SI1,63.5,56.0,737,4.67,4.72,2.98,62645.0,65.68635199999999,1842.5,1.575503355704698,Light,0
0.3,Premium,G,VVS1,61.3,58.0,737,4.29,4.33,2.64,62645.0,49.039848000000006,2456.666666666667,1.6325757575757578,Light,0
0.3,Very Good,F,VVS2,62.4,58.0,737,4.25,4.28,2.66,62645.0,48.385400000000004,2456.666666666667,1.6033834586466167,Light,0
0.42,Very Good,G,SI1,62.2,58.0,737,4.73,4.75,2.95,62645.0,66.27912500000001,1754.7619047619048,1.6067796610169491,Light,0
0.4,Premium,F,SI1,62.6,59.0,737,4.68,4.74,2.95,62645.0,65.44044,1842.5,1.5966101694915253,Light,0
0.3,Ideal,G,VVS1,61.4,56.0,737,4.32,4.34,2.66,62645.0,49.871808,2456.666666666667,1.6278195488721805,Light,0
0.4,Premium,E,SI1,60.9,60.0,737,4.75,4.77,2.9,62645.0,65.70675,1842.5,1.6413793103448275,Light,0
0.4,Good,I,VS1,63.8,55.0,737,4.65,4.69,2.98,62645.0,64.98933000000001,1842.5,1.5671140939597314,Light,0
0.37,Very Good,E,VS1,63.7,56.0,738,4.54,4.6,2.91,62730.0,60.772439999999996,1994.5945945945946,1.570446735395189,Light,0
0.36,Ideal,E,VS2,60.7,56.0,738,4.63,4.65,2.82,62730.0,60.713190000000004,2050.0,1.6453900709219862,Light,0
0.33,Ideal,E,VS2,61.3,55.0,738,4.46,4.5,2.75,62730.0,55.1925,2236.363636363636,1.6290909090909091,Light,0
0.33,Ideal,E,VS2,61.1,55.0,738,4.47,4.51,2.74,62730.0,55.237578,2236.363636363636,1.6386861313868613,Light,0
0.33,Ideal,E,VS2,60.5,55.0,738,4.52,4.56,2.74,62730.0,56.47468799999999,2236.363636363636,1.6569343065693427,Light,0
0.33,Ideal,E,VS2,61.5,55.0,738,4.47,4.5,2.76,62730.0,55.51739999999999,2236.363636363636,1.625,Light,0
0.33,Ideal,F,VS1,61.6,55.0,738,4.46,4.47,2.76,62730.0,55.023911999999996,2236.363636363636,1.6177536231884058,Light,0
0.33,Ideal,F,VS1,61.2,57.0,738,4.46,4.49,2.74,62730.0,54.86959600000001,2236.363636363636,1.6332116788321165,Light,0
0.33,Ideal,F,VS1,62.1,55.0,738,4.43,4.46,2.76,62730.0,54.531527999999994,2236.363636363636,1.6105072463768118,Light,0
0.37,Good,F,SI1,63.7,55.0,738,4.59,4.55,2.91,62730.0,60.773895,1994.5945945945946,1.570446735395189,Light,0
0.35,Fair,E,VVS2,66.2,61.0,738,4.4,4.36,2.9,62730.0,55.63360000000001,2108.571428571429,1.5103448275862073,Light,0
0.35,Fair,E,VVS2,66.2,58.0,738,4.41,4.35,2.9,62730.0,55.632149999999996,2108.571428571429,1.5103448275862068,Light,0
0.41,Good,D,SI1,63.2,57.0,738,4.73,4.77,3.0,62730.0,67.6863,1800.0,1.5833333333333333,Light,0
0.41,Very Good,D,VS2,62.1,56.0,738,4.76,4.77,2.96,62730.0,67.207392,1800.0,1.6097972972972971,Light,0
0.41,Good,D,SI1,63.3,55.0,738,4.74,4.77,3.01,62730.0,68.055498,1800.0,1.579734219269103,Light,0
0.41,Good,D,SI1,63.8,56.0,738,4.68,4.72,3.0,62730.0,66.2688,1800.0,1.5666666666666664,Light,0
0.41,Very Good,D,SI1,59.2,62.0,738,4.82,4.85,2.86,62730.0,66.85821999999999,1800.0,1.6905594405594406,Light,0
0.41,Good,D,SI1,63.2,58.0,738,4.72,4.77,3.0,62730.0,67.5432,1800.0,1.5816666666666663,Light,0
0.41,Good,D,SI1,63.4,55.0,738,4.68,4.72,2.98,62730.0,65.82700799999999,1800.0,1.577181208053691,Light,0
0.33,Very Good,F,VVS2,61.1,56.0,739,4.46,4.48,2.73,62815.0,54.54758400000001,2239.3939393939395,1.6373626373626375,Light,0
0.34,Very Good,F,VS1,61.1,57.0,739,4.51,4.54,2.76,62815.0,56.512103999999994,2173.529411764706,1.6394927536231887,Light,0
0.32,Ideal,F,VVS2,62.1,54.0,739,4.42,4.44,2.75,62815.0,53.9682,2309.375,1.6109090909090908,Light,0
0.32,Ideal,E,VS1,62.2,54.0,739,4.39,4.42,2.74,62815.0,53.166411999999994,2309.375,1.607664233576642,Light,0
0.33,Ideal,D,VS1,61.7,55.0,739,4.47,4.48,2.76,62815.0,55.270655999999995,2239.3939393939395,1.6213768115942029,Light,0
0.25,Ideal,F,IF,62.3,54.0,739,4.06,4.09,2.54,62815.0,42.177716,2956.0,1.604330708661417,Light,0
0.3,Good,E,VVS1,61.2,63.0,739,4.24,4.26,2.6,62815.0,46.96224,2463.3333333333335,1.6346153846153846,Light,0
0.41,Good,G,SI1,64.2,57.0,739,4.67,4.71,3.01,62815.0,66.20705699999999,1802.439024390244,1.5581395348837208,Light,0
0.35,Good,D,SI1,57.7,60.0,739,4.69,4.64,2.69,62815.0,58.538704,2111.4285714285716,1.7342007434944238,Light,0
0.31,Premium,H,IF,60.8,59.0,739,4.36,4.39,2.66,62815.0,50.913464000000005,2383.8709677419356,1.644736842105263,Light,0
0.43,Good,E,SI1,63.1,56.0,739,4.8,4.83,3.04,62815.0,70.47936,1718.6046511627908,1.5838815789473681,Light,0
0.43,Good,E,SI1,63.4,57.0,739,4.81,4.84,3.06,62815.0,71.238024,1718.6046511627908,1.5767973856209148,Light,0
0.43,Premium,E,SI1,61.5,60.0,739,4.78,4.85,2.96,62815.0,68.62168,1718.6046511627908,1.626689189189189,Light,0
0.43,Good,E,SI1,63.2,57.0,739,4.78,4.84,3.04,62815.0,70.331008,1718.6046511627908,1.5822368421052633,Light,0
0.43,Good,F,SI1,63.6,53.0,739,4.79,4.83,3.06,62815.0,70.795242,1718.6046511627908,1.5718954248366015,Light,0
0.43,Ideal,F,SI1,61.3,56.0,739,4.86,4.9,2.99,62815.0,71.20386000000002,1718.6046511627908,1.6321070234113715,Light,0
0.43,Premium,F,SI1,61.7,58.0,739,4.82,4.84,2.98,62815.0,69.519824,1718.6046511627908,1.6208053691275168,Light,0
0.43,Good,F,SI1,63.8,57.0,739,4.8,4.82,3.07,62815.0,71.02752,1718.6046511627908,1.5667752442996745,Light,0
0.36,Good,D,VS2,63.4,54.0,739,4.51,4.57,2.88,62815.0,59.358816000000004,2052.777777777778,1.576388888888889,Light,0
0.34,Very Good,G,VVS2,62.3,59.0,740,4.45,4.48,2.78,62900.0,55.42208000000001,2176.470588235294,1.606115107913669,Light,0
0.38,Very Good,E,VS2,61.2,56.0,740,4.67,4.71,2.87,62900.0,63.127659,1947.3684210526314,1.6341463414634143,Light,0
0.34,Ideal,H,VVS1,62.2,54.0,740,4.48,4.53,2.8,62900.0,56.82432000000001,2176.470588235294,1.6089285714285717,Light,0
0.39,Ideal,H,VS1,61.9,57.0,740,4.71,4.76,2.93,62900.0,65.689428,1897.4358974358975,1.616040955631399,Light,0
0.47,Ideal,J,SI1,61.9,55.0,740,5.0,5.05,3.11,62900.0,78.5275,1574.4680851063831,1.6157556270096465,Light,0
0.31,Fair,F,VVS1,63.1,61.0,740,4.32,4.37,2.74,62900.0,51.726816000000014,2387.0967741935483,1.5857664233576643,Light,0
0.25,Premium,F,VVS2,62.0,59.0,740,4.04,3.99,2.49,62900.0,40.13780400000001,2960.0,1.6124497991967872,Light,0
0.25,Premium,F,VVS1,60.7,59.0,740,4.1,4.07,2.48,62900.0,41.38376,2960.0,1.6471774193548387,Light,0
0.25,Premium,F,IF,61.1,58.0,740,4.1,4.08,2.5,62900.0,41.81999999999999,2960.0,1.636,Light,0
0.25,Ideal,E,VVS2,61.6,57.0,740,4.1,4.08,2.52,62900.0,42.15456,2960.0,1.623015873015873,Light,0
0.25,Premium,E,VVS2,62.0,59.0,740,4.08,4.05,2.52,62900.0,41.640480000000004,2960.0,1.613095238095238,Light,0
0.25,Ideal,E,VVS2,62.1,57.0,740,4.07,4.04,2.52,62900.0,41.43585600000001,2960.0,1.609126984126984,Light,0
0.25,Premium,E,VVS2,61.5,59.0,740,4.04,4.02,2.48,62900.0,40.277184,2960.0,1.6249999999999998,Light,0
0.25,Premium,E,VVS2,62.5,59.0,740,4.04,4.02,2.52,62900.0,40.926816,2960.0,1.5992063492063489,Light,0
0.25,Premium,E,VVS2,62.5,59.0,740,4.05,4.02,2.52,62900.0,41.028119999999994,2960.0,1.6011904761904763,Light,0
0.25,Premium,E,VVS1,60.7,60.0,740,4.11,4.09,2.49,62900.0,41.856651,2960.0,1.646586345381526,Light,0
0.25,Very Good,E,VVS2,63.1,56.0,740,4.05,4.0,2.54,62900.0,41.147999999999996,2960.0,1.5846456692913387,Light,0
0.25,Ideal,E,VVS1,61.2,57.0,740,4.12,4.08,2.51,62900.0,42.19209599999999,2960.0,1.6334661354581674,Light,0
0.25,Premium,E,VVS1,62.9,58.0,740,4.03,4.01,2.53,62900.0,40.88555899999999,2960.0,1.5889328063241106,Light,0
0.25,Premium,E,VVS1,62.9,59.0,740,4.02,3.99,2.52,62900.0,40.420296,2960.0,1.5892857142857142,Light,0
0.33,Premium,F,VS2,60.0,60.0,740,4.49,4.45,2.68,62900.0,53.54774000000001,2242.4242424242425,1.6679104477611941,Light,0
0.36,Very Good,F,VS2,61.3,59.0,741,4.55,4.6,2.79,62985.0,58.39469999999999,2058.3333333333335,1.6397849462365588,Light,0
0.4,Very Good,I,VS1,61.7,57.0,741,4.71,4.73,2.91,62985.0,64.82985300000001,1852.5,1.6219931271477666,Light,0
0.36,Very Good,G,VS1,61.8,56.0,741,4.57,4.6,2.84,62985.0,59.702479999999994,2058.3333333333335,1.61443661971831,Light,0
0.33,Very Good,F,VS1,62.7,59.0,741,4.35,4.39,2.74,62985.0,52.32440999999999,2245.4545454545455,1.5948905109489047,Light,0
0.32,Ideal,F,VVS2,62.1,56.0,741,4.4,4.46,2.75,62985.0,53.96600000000001,2315.625,1.6109090909090908,Light,0
0.38,Ideal,H,VS2,62.2,57.0,741,4.61,4.66,2.89,62985.0,62.084714000000005,1950.0,1.6038062283737022,Light,0
0.37,Ideal,G,VS1,61.9,54.0,741,4.62,4.68,2.88,62985.0,62.270208,2002.7027027027027,1.6145833333333335,Light,0
0.35,Ideal,G,VS1,61.3,54.0,741,4.58,4.63,2.83,62985.0,60.011282,2117.1428571428573,1.627208480565371,Light,0
0.4,Ideal,G,SI1,62.3,54.0,741,4.74,4.77,2.96,62985.0,66.925008,1852.5,1.6064189189189189,Light,0
0.4,Ideal,G,SI1,62.5,54.0,741,4.74,4.77,2.97,62985.0,67.151106,1852.5,1.6010101010101008,Light,0
0.3,Ideal,D,VVS2,59.5,56.0,741,4.38,4.42,2.62,62985.0,50.722152,2470.0,1.6793893129770994,Light,0
0.3,Premium,D,VVS2,60.7,59.0,741,4.33,4.34,2.63,62985.0,49.423486000000004,2470.0,1.6482889733840305,Light,0
0.33,Ideal,E,VVS2,61.0,54.0,741,4.49,4.52,2.75,62985.0,55.8107,2245.4545454545455,1.6381818181818182,Light,0
0.4,Ideal,D,SI1,62.5,55.0,741,4.71,4.73,2.95,62985.0,65.72098500000001,1852.5,1.6,Light,0
0.33,Premium,E,VVS2,61.3,59.0,741,4.44,4.47,2.73,62985.0,54.181764,2245.4545454545455,1.6318681318681318,Light,0
0.39,Very Good,G,VS1,61.7,62.0,741,4.65,4.69,2.88,62985.0,62.80848,1900.0,1.621527777777778,Light,0
0.3,Very Good,E,VVS2,62.5,56.0,742,4.28,4.3,2.68,63070.0,49.322720000000004,2473.3333333333335,1.6007462686567164,Light,0
0.36,Very Good,E,VVS2,60.2,59.0,742,4.6,4.64,2.78,63070.0,59.336319999999986,2061.1111111111113,1.6618705035971222,Light,0
0.33,Very Good,D,VS1,61.6,53.0,742,4.45,4.48,2.75,63070.0,54.82400000000001,2248.4848484848485,1.6236363636363635,Light,0
0.3,Very Good,D,VS1,62.2,58.0,742,4.25,4.27,2.65,63070.0,48.09087499999999,2473.3333333333335,1.6075471698113206,Light,0
0.3,Very Good,D,VS1,62.1,58.0,742,4.25,4.29,2.65,63070.0,48.316125,2473.3333333333335,1.611320754716981,Light,0
0.3,Ideal,E,VVS2,61.2,56.0,742,4.34,4.38,2.67,63070.0,50.754563999999995,2473.3333333333335,1.632958801498127,Light,0
0.3,Ideal,E,VVS2,62.0,56.0,742,4.3,4.34,2.68,63070.0,50.01416,2473.3333333333335,1.6119402985074627,Light,0
0.3,Ideal,E,VVS2,61.1,56.0,742,4.34,4.37,2.66,63070.0,50.449028000000006,2473.3333333333335,1.637218045112782,Light,0
0.3,Ideal,E,VVS2,62.1,54.0,742,4.32,4.35,2.69,63070.0,50.55047999999999,2473.3333333333335,1.6115241635687731,Light,0
0.3,Ideal,E,VVS2,60.8,57.0,742,4.33,4.35,2.64,63070.0,49.72572,2473.3333333333335,1.6439393939393938,Light,0
0.3,Ideal,E,VVS2,62.4,54.0,742,4.31,4.34,2.7,63070.0,50.50458,2473.3333333333335,1.6018518518518514,Light,0
0.3,Ideal,E,VVS2,62.3,54.0,742,4.31,4.36,2.7,63070.0,50.737320000000004,2473.3333333333335,1.6055555555555554,Light,0
0.41,Ideal,I,VS2,62.0,57.0,742,4.74,4.77,2.95,63070.0,66.69891,1809.7560975609756,1.6118644067796608,Light,0
0.36,Ideal,E,VS2,61.7,55.0,742,4.57,4.6,2.83,63070.0,59.492259999999995,2061.1111111111113,1.6201413427561837,Light,0
0.3,Ideal,D,VS1,60.8,58.0,742,4.31,4.34,2.63,63070.0,49.19520199999999,2473.3333333333335,1.644486692015209,Light,0
0.34,Ideal,D,VS1,61.3,56.0,742,4.5,4.54,2.77,63070.0,56.5911,2182.3529411764703,1.631768953068592,Light,0
0.3,Ideal,D,VS1,62.8,57.0,742,4.27,4.3,2.69,63070.0,49.39108999999999,2473.3333333333335,1.5929368029739779,Light,0
0.3,Ideal,D,VS1,61.2,59.0,742,4.29,4.31,2.63,63070.0,48.62843699999999,2473.3333333333335,1.6349809885931559,Light,0
0.43,Ideal,F,SI2,60.7,57.0,742,4.88,4.91,2.97,63070.0,71.163576,1725.5813953488373,1.648148148148148,Light,0
0.31,Good,F,VVS1,63.6,61.0,742,4.21,4.25,2.69,63070.0,48.130824999999994,2393.548387096774,1.572490706319703,Light,0
0.3,Good,F,IF,60.0,63.0,742,4.3,4.36,2.6,63070.0,48.744800000000005,2473.3333333333335,1.6653846153846155,Light,0
0.4,Good,D,VS1,64.0,55.0,742,4.67,4.7,3.0,63070.0,65.84700000000001,1855.0,1.5616666666666668,Light,0
0.3,Very Good,E,VVS2,62.4,57.0,743,4.26,4.27,2.66,63155.0,48.385932,2476.666666666667,1.6033834586466162,Light,0
0.3,Very Good,G,IF,60.5,58.0,743,4.35,4.38,2.64,63155.0,50.29991999999999,2476.666666666667,1.6534090909090908,Light,0
0.3,Fair,F,VVS2,65.5,61.0,743,4.19,4.15,2.73,63155.0,47.47060500000001,2476.666666666667,1.5274725274725274,Light,0
0.3,Ideal,E,VVS2,62.0,55.0,743,4.3,4.34,2.68,63155.0,50.01416,2476.666666666667,1.6119402985074627,Light,0
0.35,Ideal,H,VVS1,62.0,53.9,743,4.5,4.53,2.8,63155.0,57.078,2122.857142857143,1.6125000000000003,Light,0
0.31,Ideal,G,VVS1,61.8,55.0,743,4.35,4.39,2.7,63155.0,51.56054999999999,2396.7741935483873,1.618518518518518,Light,0
0.41,Ideal,H,VS2,61.5,55.0,743,4.78,4.81,2.95,63155.0,67.82581,1812.1951219512196,1.6254237288135591,Light,0
0.38,Ideal,G,VS2,61.6,55.0,743,4.67,4.71,2.89,63155.0,63.567573,1955.2631578947369,1.6228373702422143,Light,0
0.38,Ideal,G,VS2,61.6,57.0,743,4.62,4.66,2.86,63155.0,61.573511999999994,1955.2631578947369,1.6223776223776227,Light,0
0.39,Good,G,VS2,60.3,60.6,743,4.7,4.71,2.84,63155.0,62.86908,1905.128205128205,1.6566901408450705,Light,0
0.33,Premium,G,VS2,61.4,60.0,743,4.45,4.41,2.72,63155.0,53.378640000000004,2251.5151515151515,1.628676470588235,Light,0
0.33,Ideal,G,VS2,62.8,54.0,743,4.42,4.4,2.77,63155.0,53.870960000000004,2251.5151515151515,1.592057761732852,Light,0
0.33,Very Good,E,SI1,63.3,56.0,743,4.43,4.41,2.8,63155.0,54.70164,2251.5151515151515,1.5785714285714287,Light,0
0.33,Ideal,E,SI1,61.9,57.0,743,4.46,4.43,2.75,63155.0,54.33395,2251.5151515151515,1.6163636363636364,Light,0
0.33,Premium,E,SI1,59.1,58.0,743,4.56,4.51,2.68,63155.0,55.115807999999994,2251.5151515151515,1.6921641791044775,Light,0
0.33,Good,E,SI1,63.8,55.0,743,4.38,4.36,2.79,63155.0,53.280072000000004,2251.5151515151515,1.5663082437275986,Light,0
0.33,Very Good,E,SI1,63.4,55.0,743,4.4,4.37,2.78,63155.0,53.45384,2251.5151515151515,1.5773381294964028,Light,0
0.33,Premium,E,SI1,62.7,56.0,743,4.45,4.39,2.77,63155.0,54.113335,2251.5151515151515,1.595667870036101,Light,0
0.33,Ideal,I,VVS2,62.4,56.0,743,4.43,4.41,2.76,63155.0,53.920187999999996,2251.5151515151515,1.6014492753623188,Light,0
0.33,Premium,I,VVS2,61.0,59.0,743,4.44,4.41,2.7,63155.0,52.86708000000001,2251.5151515151515,1.638888888888889,Light,0
0.33,Ideal,I,VVS2,62.4,57.0,743,4.44,4.41,2.76,63155.0,54.041903999999995,2251.5151515151515,1.6032608695652177,Light,0
0.33,Premium,I,VVS2,62.1,56.0,743,4.45,4.41,2.75,63155.0,53.967375000000004,2251.5151515151515,1.6109090909090908,Light,0
0.33,Premium,I,VVS2,62.2,59.0,743,4.47,4.41,2.76,63155.0,54.40705199999999,2251.5151515151515,1.608695652173913,Light,0
0.33,Ideal,I,VVS2,62.7,54.0,743,4.45,4.42,2.78,63155.0,54.67982,2251.5151515151515,1.5953237410071945,Light,0
0.33,Premium,I,VVS2,61.0,58.0,743,4.46,4.42,2.71,63155.0,53.422772,2251.5151515151515,1.6383763837638374,Light,0
0.33,Premium,I,VVS2,61.5,58.0,743,4.45,4.43,2.73,63155.0,53.817855,2251.5151515151515,1.6263736263736261,Light,0
0.33,Premium,I,VVS2,61.4,58.0,743,4.48,4.45,2.74,63155.0,54.624640000000014,2251.5151515151515,1.6295620437956202,Light,0
